Count,correct,ASR,Filename
1,for,off,arabic46_hyp.trn.dtl
1,her,hair,arabic46_hyp.trn.dtl
1,her,here,arabic46_hyp.trn.dtl
1,scoop,school,arabic46_hyp.trn.dtl
1,thick,fifty-six,arabic46_hyp.trn.dtl
2,and,on,arabic48_hyp.trn.dtl
2,of,off,arabic48_hyp.trn.dtl
1,ask,a,arabic48_hyp.trn.dtl
1,at,as,arabic48_hyp.trn.dtl
1,bob,process,arabic48_hyp.trn.dtl
1,call,police,arabic48_hyp.trn.dtl
1,cheese,she's,arabic48_hyp.trn.dtl
1,five,peace,arabic48_hyp.trn.dtl
1,fresh,french,arabic48_hyp.trn.dtl
1,her,air,arabic48_hyp.trn.dtl
1,her,here,arabic48_hyp.trn.dtl
1,her,scare,arabic48_hyp.trn.dtl
1,meet,me,arabic48_hyp.trn.dtl
1,peas,no,arabic48_hyp.trn.dtl
1,scoop,sculpt,arabic48_hyp.trn.dtl
1,slabs,lap,arabic48_hyp.trn.dtl
1,snack,snap,arabic48_hyp.trn.dtl
1,snow,is,arabic48_hyp.trn.dtl
1,stella,costing,arabic48_hyp.trn.dtl
1,these,this,arabic48_hyp.trn.dtl
1,thick,fifty-six,arabic48_hyp.trn.dtl
1,things,thing,arabic48_hyp.trn.dtl
2,of,off,arabic49_hyp.trn.dtl
1,and,on,arabic49_hyp.trn.dtl
1,blue,most,arabic49_hyp.trn.dtl
1,five,i,arabic49_hyp.trn.dtl
1,peas,for,arabic49_hyp.trn.dtl
1,red,the,arabic49_hyp.trn.dtl
1,slabs,slaps,arabic49_hyp.trn.dtl
1,snake,slag,arabic49_hyp.trn.dtl
1,snow,peace,arabic49_hyp.trn.dtl
1,spoons,points,arabic49_hyp.trn.dtl
1,stella,left,arabic49_hyp.trn.dtl
1,thick,think,arabic49_hyp.trn.dtl
1,we,on,arabic49_hyp.trn.dtl
1,will,people,arabic49_hyp.trn.dtl
1,a,at,arabic4_hyp.trn.dtl
1,and,on,arabic4_hyp.trn.dtl
1,big,the,arabic4_hyp.trn.dtl
1,bob,book,arabic4_hyp.trn.dtl
1,call,god,arabic4_hyp.trn.dtl
1,fresh,first,arabic4_hyp.trn.dtl
1,her,his,arabic4_hyp.trn.dtl
1,of,off,arabic4_hyp.trn.dtl
1,of,ofthe,arabic4_hyp.trn.dtl
1,slabs,laps,arabic4_hyp.trn.dtl
1,thick,fifty-six,arabic4_hyp.trn.dtl
1,toy,victory,arabic4_hyp.trn.dtl
1,we,on,arabic4_hyp.trn.dtl
1,wednesday,day,arabic4_hyp.trn.dtl
1,will,we'll,arabic4_hyp.trn.dtl
2,and,on,arabic50_hyp.trn.dtl
2,of,off,arabic50_hyp.trn.dtl
1,at,is,arabic50_hyp.trn.dtl
1,bob,paul,arabic50_hyp.trn.dtl
1,into,tow,arabic50_hyp.trn.dtl
1,peas,bees,arabic50_hyp.trn.dtl
1,scoop,scope,arabic50_hyp.trn.dtl
1,slabs,slaps,arabic50_hyp.trn.dtl
1,snack,snacks,arabic50_hyp.trn.dtl
1,snake,snacks,arabic50_hyp.trn.dtl
1,spoons,teaspoons,arabic50_hyp.trn.dtl
1,stella,still,arabic50_hyp.trn.dtl
1,store,stop,arabic50_hyp.trn.dtl
1,the,these,arabic50_hyp.trn.dtl
1,thick,take,arabic50_hyp.trn.dtl
1,wednesday,when,arabic50_hyp.trn.dtl
1,ask,asked,arabic51_hyp.trn.dtl
1,her,here,arabic51_hyp.trn.dtl
1,meet,me,arabic51_hyp.trn.dtl
1,slabs,laps,arabic51_hyp.trn.dtl
1,thick,fifty-six,arabic51_hyp.trn.dtl
1,ask,asked,arabic52_hyp.trn.dtl
1,a,the,arabic53_hyp.trn.dtl
1,call,tell,arabic53_hyp.trn.dtl
1,of,or,arabic53_hyp.trn.dtl
1,of,over,arabic53_hyp.trn.dtl
1,peas,snoopy,arabic53_hyp.trn.dtl
1,stella,her,arabic53_hyp.trn.dtl
1,ask,asked,arabic54_hyp.trn.dtl
1,slabs,laps,arabic54_hyp.trn.dtl
1,thick,fifty-six,arabic54_hyp.trn.dtl
1,a,the,arabic55_hyp.trn.dtl
1,bags,bag,arabic55_hyp.trn.dtl
1,frog,fraud,arabic55_hyp.trn.dtl
1,six,for,arabic55_hyp.trn.dtl
1,slabs,slab,arabic55_hyp.trn.dtl
1,spoons,one,arabic55_hyp.trn.dtl
1,thick,fifty-six,arabic55_hyp.trn.dtl
1,wednesday,there,arabic55_hyp.trn.dtl
1,will,would,arabic55_hyp.trn.dtl
2,of,off,arabic56_hyp.trn.dtl
1,a,or,arabic56_hyp.trn.dtl
1,and,on,arabic56_hyp.trn.dtl
1,her,herr,arabic56_hyp.trn.dtl
1,peas,piece,arabic56_hyp.trn.dtl
1,stella,stila,arabic56_hyp.trn.dtl
1,wednesday,westie,arabic56_hyp.trn.dtl
1,ask,asked,arabic57_hyp.trn.dtl
1,spoons,points,arabic57_hyp.trn.dtl
1,these,the,arabic57_hyp.trn.dtl
2,of,off,arabic58_hyp.trn.dtl
1,ask,as,arabic58_hyp.trn.dtl
1,bags,box,arabic58_hyp.trn.dtl
1,five,bees,arabic58_hyp.trn.dtl
1,fresh,first,arabic58_hyp.trn.dtl
1,slabs,lops,arabic58_hyp.trn.dtl
1,spoons,teaspoons,arabic58_hyp.trn.dtl
1,stella,still,arabic58_hyp.trn.dtl
1,thick,fifty-six,arabic58_hyp.trn.dtl
1,ask,asked,arabic59_hyp.trn.dtl
1,call,false,arabic59_hyp.trn.dtl
1,frog,fraud,arabic59_hyp.trn.dtl
1,her,here,arabic59_hyp.trn.dtl
1,please,fees,arabic59_hyp.trn.dtl
1,scoop,school,arabic59_hyp.trn.dtl
1,spoons,wounds,arabic59_hyp.trn.dtl
1,stella,teller,arabic59_hyp.trn.dtl
1,will,we'll,arabic59_hyp.trn.dtl
1,a,the,arabic5_hyp.trn.dtl
1,ask,asked,arabic5_hyp.trn.dtl
1,call,corps,arabic5_hyp.trn.dtl
1,of,off,arabic5_hyp.trn.dtl
1,of,or,arabic5_hyp.trn.dtl
1,please,peace,arabic5_hyp.trn.dtl
1,spoons,pools,arabic5_hyp.trn.dtl
1,stella,stellar,arabic5_hyp.trn.dtl
1,wednesday,they,arabic5_hyp.trn.dtl
1,and,on,arabic60_hyp.trn.dtl
1,ask,as,arabic60_hyp.trn.dtl
1,bob,book,arabic60_hyp.trn.dtl
1,her,care,arabic60_hyp.trn.dtl
1,her,hair,arabic60_hyp.trn.dtl
1,her,here,arabic60_hyp.trn.dtl
1,of,off,arabic60_hyp.trn.dtl
1,of,ofthe,arabic60_hyp.trn.dtl
1,scoop,school,arabic60_hyp.trn.dtl
1,slabs,labs,arabic60_hyp.trn.dtl
1,snake,sneak,arabic60_hyp.trn.dtl
1,stella,tailor,arabic60_hyp.trn.dtl
1,thick,fifty-six,arabic60_hyp.trn.dtl
1,to,tto,arabic60_hyp.trn.dtl
2,and,on,arabic61_hyp.trn.dtl
1,a,the,arabic61_hyp.trn.dtl
1,slabs,labs,arabic61_hyp.trn.dtl
1,thick,fifty-six,arabic61_hyp.trn.dtl
1,and,on,arabic62_hyp.trn.dtl
1,frog,folk,arabic62_hyp.trn.dtl
1,into,tow,arabic62_hyp.trn.dtl
1,of,for,arabic62_hyp.trn.dtl
1,of,off,arabic62_hyp.trn.dtl
1,peas,things,arabic62_hyp.trn.dtl
1,red,raid,arabic62_hyp.trn.dtl
1,scoop,sculpt,arabic62_hyp.trn.dtl
1,slabs,slaps,arabic62_hyp.trn.dtl
1,snake,snack,arabic62_hyp.trn.dtl
1,stella,still,arabic62_hyp.trn.dtl
1,the,trying,arabic62_hyp.trn.dtl
1,thick,pic,arabic62_hyp.trn.dtl
1,train,trans,arabic62_hyp.trn.dtl
1,wednesday,stay,arabic62_hyp.trn.dtl
1,will,would,arabic62_hyp.trn.dtl
2,of,off,arabic63_hyp.trn.dtl
1,at,had,arabic63_hyp.trn.dtl
1,bob,so,arabic63_hyp.trn.dtl
1,for,off,arabic63_hyp.trn.dtl
1,kids,decades,arabic63_hyp.trn.dtl
1,slabs,slaps,arabic63_hyp.trn.dtl
1,snake,snack,arabic63_hyp.trn.dtl
1,spoons,points,arabic63_hyp.trn.dtl
1,stella,still,arabic63_hyp.trn.dtl
1,thick,fifty-six,arabic63_hyp.trn.dtl
1,wednesday,they,arabic63_hyp.trn.dtl
1,a,the,arabic64_hyp.trn.dtl
1,and,on,arabic64_hyp.trn.dtl
1,ask,asked,arabic64_hyp.trn.dtl
1,of,ofthe,arabic64_hyp.trn.dtl
1,please,police,arabic64_hyp.trn.dtl
1,she,we,arabic64_hyp.trn.dtl
1,slabs,laps,arabic64_hyp.trn.dtl
1,thick,fifty-six,arabic64_hyp.trn.dtl
1,a,it's,arabic65_hyp.trn.dtl
1,ask,asked,arabic65_hyp.trn.dtl
1,bob,paul,arabic65_hyp.trn.dtl
1,of,off,arabic65_hyp.trn.dtl
1,of,ofthe,arabic65_hyp.trn.dtl
1,slabs,laps,arabic65_hyp.trn.dtl
1,snack,not,arabic65_hyp.trn.dtl
1,spoons,points,arabic65_hyp.trn.dtl
1,stella,stealer,arabic65_hyp.trn.dtl
1,thick,fifty-six,arabic65_hyp.trn.dtl
2,and,dh,arabic66_hyp.trn.dtl
2,of,off,arabic66_hyp.trn.dtl
1,a,dh,arabic66_hyp.trn.dtl
1,and,on,arabic66_hyp.trn.dtl
1,blue,blow,arabic66_hyp.trn.dtl
1,call,called,arabic66_hyp.trn.dtl
1,her,hair,arabic66_hyp.trn.dtl
1,her,is,arabic66_hyp.trn.dtl
1,peas,bees,arabic66_hyp.trn.dtl
1,please,bliss,arabic66_hyp.trn.dtl
1,red,raid,arabic66_hyp.trn.dtl
1,scoop,sculpt,arabic66_hyp.trn.dtl
1,snack,snake,arabic66_hyp.trn.dtl
