Count,Inserted_Word,Filename
1,kids,arabic35_hyp.trn.dtl
1,in,arabic36_hyp.trn.dtl
1,meet,arabic36_hyp.trn.dtl
1,points,arabic36_hyp.trn.dtl
1,six,arabic36_hyp.trn.dtl
1,this,arabic36_hyp.trn.dtl
1,in,arabic37_hyp.trn.dtl
1,get,arabic39_hyp.trn.dtl
1,slips,arabic39_hyp.trn.dtl
1,are,arabic3_hyp.trn.dtl
1,his,arabic3_hyp.trn.dtl
1,kids,arabic3_hyp.trn.dtl
1,me,arabic3_hyp.trn.dtl
1,on,arabic3_hyp.trn.dtl
1,school,arabic3_hyp.trn.dtl
1,their,arabic3_hyp.trn.dtl
1,what,arabic3_hyp.trn.dtl
1,when,arabic3_hyp.trn.dtl
1,before,arabic41_hyp.trn.dtl
1,for,arabic41_hyp.trn.dtl
1,go,arabic41_hyp.trn.dtl
1,me,arabic41_hyp.trn.dtl
1,to,arabic41_hyp.trn.dtl
1,the,arabic43_hyp.trn.dtl
1,into,arabic44_hyp.trn.dtl
1,is,arabic44_hyp.trn.dtl
1,the,arabic44_hyp.trn.dtl
1,they,arabic44_hyp.trn.dtl
1,what,arabic44_hyp.trn.dtl
1,snack,arabic45_hyp.trn.dtl
1,asked,arabic46_hyp.trn.dtl
1,bring,arabic46_hyp.trn.dtl
1,herto,arabic46_hyp.trn.dtl
1,those,arabic46_hyp.trn.dtl
2,read,arabic49_hyp.trn.dtl
1,for,arabic49_hyp.trn.dtl
1,no,arabic49_hyp.trn.dtl
1,still,arabic49_hyp.trn.dtl
1,uh,arabic49_hyp.trn.dtl
1,us,arabic49_hyp.trn.dtl
1,here,arabic4_hyp.trn.dtl
1,when,arabic4_hyp.trn.dtl
1,in,arabic50_hyp.trn.dtl
1,us,arabic50_hyp.trn.dtl
1,calls,arabic53_hyp.trn.dtl
1,uh,arabic53_hyp.trn.dtl
1,fixes,arabic55_hyp.trn.dtl
1,was,arabic55_hyp.trn.dtl
1,of,arabic56_hyp.trn.dtl
1,when,arabic5_hyp.trn.dtl
1,his,arabic60_hyp.trn.dtl
1,a,arabic62_hyp.trn.dtl
1,and,arabic62_hyp.trn.dtl
1,bestie,arabic62_hyp.trn.dtl
1,five,arabic62_hyp.trn.dtl
1,in,arabic62_hyp.trn.dtl
1,off,arabic62_hyp.trn.dtl
1,one,arabic62_hyp.trn.dtl
1,piece,arabic62_hyp.trn.dtl
1,are,arabic63_hyp.trn.dtl
1,is,arabic63_hyp.trn.dtl
1,things,arabic63_hyp.trn.dtl
1,we,arabic63_hyp.trn.dtl
1,when,arabic63_hyp.trn.dtl
1,a,arabic64_hyp.trn.dtl
1,brother's,arabic65_hyp.trn.dtl
2,on,arabic66_hyp.trn.dtl
1,toe,arabic66_hyp.trn.dtl
1,when,arabic66_hyp.trn.dtl
1,a,arabic67_hyp.trn.dtl
1,bird,arabic67_hyp.trn.dtl
1,his,arabic67_hyp.trn.dtl
1,is,arabic67_hyp.trn.dtl
1,still,arabic67_hyp.trn.dtl
1,that,arabic67_hyp.trn.dtl
1,when,arabic67_hyp.trn.dtl
1,meet,arabic68_hyp.trn.dtl
1,your,arabic68_hyp.trn.dtl
1,blood,arabic69_hyp.trn.dtl
1,scope,arabic6_hyp.trn.dtl
1,this,arabic6_hyp.trn.dtl
1,with,arabic6_hyp.trn.dtl
1,from,arabic7_hyp.trn.dtl
1,her,arabic7_hyp.trn.dtl
1,me,arabic7_hyp.trn.dtl
1,of,arabic7_hyp.trn.dtl
1,stay,arabic7_hyp.trn.dtl
1,stole,arabic7_hyp.trn.dtl
1,to,arabic7_hyp.trn.dtl
1,west,arabic7_hyp.trn.dtl
1,when,arabic7_hyp.trn.dtl
1,but,arabic8_hyp.trn.dtl
1,and,english108_hyp.trn.dtl
1,bring,english108_hyp.trn.dtl
1,to,english108_hyp.trn.dtl
1,way,english108_hyp.trn.dtl
1,and,english12_hyp.trn.dtl
1,go,english12_hyp.trn.dtl
1,to,english12_hyp.trn.dtl
1,we,english12_hyp.trn.dtl
1,on,english13_hyp.trn.dtl
1,will,english145_hyp.trn.dtl
1,to,english14_hyp.trn.dtl
2,the,english164_hyp.trn.dtl
1,for,english164_hyp.trn.dtl
1,to,english188_hyp.trn.dtl
1,from,english206_hyp.trn.dtl
1,in,english215_hyp.trn.dtl
1,my,english221_hyp.trn.dtl
1,pleasure,english221_hyp.trn.dtl
2,thank,english225_hyp.trn.dtl
2,you,english225_hyp.trn.dtl
1,it,english225_hyp.trn.dtl
1,that's,english225_hyp.trn.dtl
1,thank,english226_hyp.trn.dtl
1,you,english226_hyp.trn.dtl
1,beautiful,english227_hyp.trn.dtl
1,for,english227_hyp.trn.dtl
1,much,english227_hyp.trn.dtl
1,thank,english227_hyp.trn.dtl
1,very,english227_hyp.trn.dtl
1,you,english227_hyp.trn.dtl
1,much,english228_hyp.trn.dtl
1,snow,english228_hyp.trn.dtl
1,speak,english228_hyp.trn.dtl
1,thank,english228_hyp.trn.dtl
1,very,english228_hyp.trn.dtl
1,you,english228_hyp.trn.dtl
1,and,english250_hyp.trn.dtl
1,hip,english250_hyp.trn.dtl
1,yeah,english267_hyp.trn.dtl
1,thes,english268_hyp.trn.dtl
1,fights,english306_hyp.trn.dtl
1,that,english306_hyp.trn.dtl
1,go,english310_hyp.trn.dtl
1,her,english310_hyp.trn.dtl
1,of,english310_hyp.trn.dtl
1,we,english310_hyp.trn.dtl
1,will,english310_hyp.trn.dtl
1,in,english319_hyp.trn.dtl
1,hard,english440_hyp.trn.dtl
1,plaques,english450_hyp.trn.dtl
1,snow,english465_hyp.trn.dtl
1,to,english465_hyp.trn.dtl
1,room,english470_hyp.trn.dtl
1,have,english487_hyp.trn.dtl
1,six,english578_hyp.trn.dtl
1,thank,english578_hyp.trn.dtl
1,we,english578_hyp.trn.dtl
1,you,english578_hyp.trn.dtl
1,small,english80_hyp.trn.dtl
1,for,english85_hyp.trn.dtl
1,round,english85_hyp.trn.dtl
1,calls,french10_hyp.trn.dtl
1,once,french14_hyp.trn.dtl
1,i'm,french15_hyp.trn.dtl
1,her,french17_hyp.trn.dtl
1,home,french17_hyp.trn.dtl
1,with,french17_hyp.trn.dtl
1,a,french19_hyp.trn.dtl
1,calls,french19_hyp.trn.dtl
1,for,french19_hyp.trn.dtl
1,maybe,french19_hyp.trn.dtl
1,snack,french19_hyp.trn.dtl
1,hers,french1_hyp.trn.dtl
1,meet,french1_hyp.trn.dtl
1,off,french1_hyp.trn.dtl
1,points,french1_hyp.trn.dtl
1,when,french1_hyp.trn.dtl
1,like,french20_hyp.trn.dtl
1,when,french21_hyp.trn.dtl
1,once,french25_hyp.trn.dtl
1,in,french27_hyp.trn.dtl
1,this,french27_hyp.trn.dtl
1,don't,french29_hyp.trn.dtl
1,i,french29_hyp.trn.dtl
1,know,french29_hyp.trn.dtl
1,in,french2_hyp.trn.dtl
1,their,french2_hyp.trn.dtl
1,tow,french2_hyp.trn.dtl
1,with,french2_hyp.trn.dtl
1,witness,french2_hyp.trn.dtl
1,real,french30_hyp.trn.dtl
1,toe,french30_hyp.trn.dtl
1,into,french31_hyp.trn.dtl
1,air,french32_hyp.trn.dtl
1,baby,french32_hyp.trn.dtl
1,days,french32_hyp.trn.dtl
1,dh,french32_hyp.trn.dtl
1,me,french32_hyp.trn.dtl
1,my,french32_hyp.trn.dtl
1,on,french32_hyp.trn.dtl
1,when,french32_hyp.trn.dtl
1,a,french39_hyp.trn.dtl
1,from,french3_hyp.trn.dtl
1,wounds,french42_hyp.trn.dtl
1,and,french46_hyp.trn.dtl
1,when,french46_hyp.trn.dtl
1,are,french47_hyp.trn.dtl
1,out,french49_hyp.trn.dtl
1,it's,french4_hyp.trn.dtl
1,more,french4_hyp.trn.dtl
1,plastic,french4_hyp.trn.dtl
1,priest,french4_hyp.trn.dtl
1,in,french50_hyp.trn.dtl
1,she,french52_hyp.trn.dtl
1,curse,french53_hyp.trn.dtl
1,a,french55_hyp.trn.dtl
1,once,french55_hyp.trn.dtl
1,brother,french56_hyp.trn.dtl
1,from,french56_hyp.trn.dtl
1,go,french56_hyp.trn.dtl
1,her,french56_hyp.trn.dtl
1,me,french56_hyp.trn.dtl
1,on,french56_hyp.trn.dtl
1,these,french56_hyp.trn.dtl
1,things,french56_hyp.trn.dtl
1,to,french56_hyp.trn.dtl
1,we,french56_hyp.trn.dtl
1,will,french56_hyp.trn.dtl
1,calls,french57_hyp.trn.dtl
1,heard,french57_hyp.trn.dtl
1,now,french57_hyp.trn.dtl
1,police,french57_hyp.trn.dtl
1,we,french57_hyp.trn.dtl
1,for,french5_hyp.trn.dtl
1,her,french5_hyp.trn.dtl
1,off,french61_hyp.trn.dtl
1,snack,french61_hyp.trn.dtl
1,in,french62_hyp.trn.dtl
1,bags,french63_hyp.trn.dtl
1,a,french8_hyp.trn.dtl
1,in,french8_hyp.trn.dtl
1,their,french8_hyp.trn.dtl
1,they,french8_hyp.trn.dtl
1,tow,french8_hyp.trn.dtl
2,went,german11_hyp.trn.dtl
1,for,german11_hyp.trn.dtl
1,in,german11_hyp.trn.dtl
1,it,german11_hyp.trn.dtl
1,metre,german11_hyp.trn.dtl
1,the,german12_hyp.trn.dtl
1,then,german18_hyp.trn.dtl
1,and,german22_hyp.trn.dtl
1,be,german23_hyp.trn.dtl
1,we,german25_hyp.trn.dtl
1,will,german25_hyp.trn.dtl
1,toe,german26_hyp.trn.dtl
1,him,german29_hyp.trn.dtl
1,when,german36_hyp.trn.dtl
1,metre,german4_hyp.trn.dtl
1,from,hindi10_hyp.trn.dtl
1,her,hindi10_hyp.trn.dtl
1,on,hindi12_hyp.trn.dtl
1,herb,hindi13_hyp.trn.dtl
1,in,hindi13_hyp.trn.dtl
1,kid,hindi13_hyp.trn.dtl
1,magnus,hindi14_hyp.trn.dtl
1,in,hindi15_hyp.trn.dtl
1,wetness,hindi16_hyp.trn.dtl
1,i,hindi18_hyp.trn.dtl
1,in,hindi1_hyp.trn.dtl
1,off,hindi1_hyp.trn.dtl
1,stack,hindi1_hyp.trn.dtl
1,in,hindi2_hyp.trn.dtl
1,wetness,hindi4_hyp.trn.dtl
1,for,hindi8_hyp.trn.dtl
1,in,hindi9_hyp.trn.dtl
1,me,italian10_hyp.trn.dtl
1,to,italian10_hyp.trn.dtl
1,with,italian10_hyp.trn.dtl
1,talk,italian12_hyp.trn.dtl
1,bear's,italian13_hyp.trn.dtl
1,plus,italian13_hyp.trn.dtl
1,where,italian13_hyp.trn.dtl
1,does,italian16_hyp.trn.dtl
1,a,italian17_hyp.trn.dtl
1,is,italian17_hyp.trn.dtl
1,of,italian17_hyp.trn.dtl
1,take,italian17_hyp.trn.dtl
1,this,italian17_hyp.trn.dtl
1,the,italian19_hyp.trn.dtl
1,a,italian1_hyp.trn.dtl
1,go,italian1_hyp.trn.dtl
1,is,italian1_hyp.trn.dtl
1,thing,italian1_hyp.trn.dtl
1,this,italian1_hyp.trn.dtl
1,we,italian1_hyp.trn.dtl
1,will,italian1_hyp.trn.dtl
1,are,italian20_hyp.trn.dtl
1,this,italian21_hyp.trn.dtl
1,the,italian25_hyp.trn.dtl
1,toy,italian25_hyp.trn.dtl
1,did,italian2_hyp.trn.dtl
1,how,italian2_hyp.trn.dtl
1,in,italian2_hyp.trn.dtl
1,it,italian2_hyp.trn.dtl
1,net,italian2_hyp.trn.dtl
1,on,italian2_hyp.trn.dtl
1,piece,italian2_hyp.trn.dtl
1,some,italian2_hyp.trn.dtl
1,stash,italian2_hyp.trn.dtl
1,to,italian2_hyp.trn.dtl
1,use,italian2_hyp.trn.dtl
1,we,italian2_hyp.trn.dtl
1,weeds,italian2_hyp.trn.dtl
1,to,italian30_hyp.trn.dtl
1,no,italian31_hyp.trn.dtl
1,and,italian32_hyp.trn.dtl
1,in,italian32_hyp.trn.dtl
1,well,italian32_hyp.trn.dtl
2,is,italian33_hyp.trn.dtl
1,troy,italian4_hyp.trn.dtl
1,metre,italian6_hyp.trn.dtl
1,we'll,italian7_hyp.trn.dtl
1,stay,italian8_hyp.trn.dtl
1,whence,italian8_hyp.trn.dtl
1,for,mandarin10_hyp.trn.dtl
1,snap,mandarin11_hyp.trn.dtl
1,toe,mandarin13_hyp.trn.dtl
1,on,mandarin14_hyp.trn.dtl
1,last,mandarin16_hyp.trn.dtl
1,screw,mandarin17_hyp.trn.dtl
1,that,mandarin18_hyp.trn.dtl
1,k,mandarin1_hyp.trn.dtl
1,on,mandarin1_hyp.trn.dtl
1,was,mandarin1_hyp.trn.dtl
1,that,mandarin20_hyp.trn.dtl
1,press,mandarin22_hyp.trn.dtl
1,press,mandarin23_hyp.trn.dtl
1,re,mandarin23_hyp.trn.dtl
1,the,mandarin23_hyp.trn.dtl
1,things,mandarin23_hyp.trn.dtl
1,three,mandarin23_hyp.trn.dtl
1,we,mandarin23_hyp.trn.dtl
1,when,mandarin26_hyp.trn.dtl
1,will,mandarin26_hyp.trn.dtl
1,go,mandarin27_hyp.trn.dtl
1,were,mandarin27_hyp.trn.dtl
1,for,mandarin2_hyp.trn.dtl
1,her,mandarin2_hyp.trn.dtl
1,the,mandarin2_hyp.trn.dtl
1,coach,mandarin32_hyp.trn.dtl
1,and,mandarin33_hyp.trn.dtl
1,to,mandarin34_hyp.trn.dtl
1,want,mandarin34_hyp.trn.dtl
1,frog,mandarin35_hyp.trn.dtl
1,her,mandarin35_hyp.trn.dtl
1,with,mandarin35_hyp.trn.dtl
1,it's,mandarin36_hyp.trn.dtl
1,off,mandarin36_hyp.trn.dtl
1,right,mandarin36_hyp.trn.dtl
1,scrub,mandarin36_hyp.trn.dtl
1,thread,mandarin36_hyp.trn.dtl
1,coral,mandarin38_hyp.trn.dtl
1,last,mandarin38_hyp.trn.dtl
1,of,mandarin38_hyp.trn.dtl
1,off,mandarin38_hyp.trn.dtl
1,rock,mandarin38_hyp.trn.dtl
1,stele,mandarin38_hyp.trn.dtl
1,place,mandarin39_hyp.trn.dtl
1,when,mandarin39_hyp.trn.dtl
1,a,mandarin3_hyp.trn.dtl
1,big,mandarin3_hyp.trn.dtl
1,eight,mandarin3_hyp.trn.dtl
1,for,mandarin3_hyp.trn.dtl
1,it,mandarin3_hyp.trn.dtl
1,may,mandarin3_hyp.trn.dtl
1,snack,mandarin3_hyp.trn.dtl
1,the,mandarin40_hyp.trn.dtl
1,when,mandarin40_hyp.trn.dtl
1,and,mandarin41_hyp.trn.dtl
2,the,mandarin42_hyp.trn.dtl
1,kik,mandarin42_hyp.trn.dtl
1,plastique,mandarin42_hyp.trn.dtl
1,stall,mandarin42_hyp.trn.dtl
1,think,mandarin42_hyp.trn.dtl
1,us,mandarin42_hyp.trn.dtl
1,way,mandarin42_hyp.trn.dtl
1,when,mandarin42_hyp.trn.dtl
1,boat,mandarin43_hyp.trn.dtl
1,snake,mandarin43_hyp.trn.dtl
1,the,mandarin43_hyp.trn.dtl
2,a,mandarin45_hyp.trn.dtl
2,go,mandarin45_hyp.trn.dtl
2,we'll,mandarin45_hyp.trn.dtl
1,baby,mandarin45_hyp.trn.dtl
1,case,mandarin45_hyp.trn.dtl
1,flattest,mandarin45_hyp.trn.dtl
1,meet,mandarin45_hyp.trn.dtl
1,pings,mandarin45_hyp.trn.dtl
1,place,mandarin45_hyp.trn.dtl
1,south,mandarin45_hyp.trn.dtl
1,take,mandarin45_hyp.trn.dtl
1,the,mandarin45_hyp.trn.dtl
1,there,mandarin45_hyp.trn.dtl
1,this,mandarin45_hyp.trn.dtl
1,a,mandarin46_hyp.trn.dtl
1,also,mandarin46_hyp.trn.dtl
1,book,mandarin46_hyp.trn.dtl
1,can't,mandarin46_hyp.trn.dtl
1,in,mandarin46_hyp.trn.dtl
1,need,mandarin46_hyp.trn.dtl
1,small,mandarin46_hyp.trn.dtl
1,van,mandarin46_hyp.trn.dtl
1,we,mandarin46_hyp.trn.dtl
1,keith,mandarin48_hyp.trn.dtl
1,one,mandarin48_hyp.trn.dtl
1,past,mandarin48_hyp.trn.dtl
1,tree,mandarin48_hyp.trn.dtl
1,one,mandarin50_hyp.trn.dtl
1,this,mandarin51_hyp.trn.dtl
1,just,mandarin52_hyp.trn.dtl
2,the,mandarin53_hyp.trn.dtl
1,at,mandarin53_hyp.trn.dtl
1,is,mandarin53_hyp.trn.dtl
1,it's,mandarin53_hyp.trn.dtl
1,ring,mandarin53_hyp.trn.dtl
1,boots,mandarin55_hyp.trn.dtl
1,toy,mandarin55_hyp.trn.dtl
1,a,mandarin56_hyp.trn.dtl
1,up,mandarin56_hyp.trn.dtl
1,ah,mandarin59_hyp.trn.dtl
1,and,mandarin59_hyp.trn.dtl
1,go,mandarin59_hyp.trn.dtl
1,hundred,mandarin59_hyp.trn.dtl
1,in,mandarin59_hyp.trn.dtl
1,into,mandarin59_hyp.trn.dtl
1,meant,mandarin59_hyp.trn.dtl
1,o,mandarin59_hyp.trn.dtl
1,the,mandarin59_hyp.trn.dtl
1,to,mandarin59_hyp.trn.dtl
1,um,mandarin59_hyp.trn.dtl
1,us,mandarin59_hyp.trn.dtl
1,we,mandarin59_hyp.trn.dtl
1,will,mandarin59_hyp.trn.dtl
1,his,mandarin5_hyp.trn.dtl
1,sprints,mandarin5_hyp.trn.dtl
1,a,mandarin60_hyp.trn.dtl
1,from,mandarin60_hyp.trn.dtl
1,spawn,mandarin60_hyp.trn.dtl
1,storeys,mandarin60_hyp.trn.dtl
1,the,mandarin60_hyp.trn.dtl
1,to,mandarin60_hyp.trn.dtl
1,a,mandarin61_hyp.trn.dtl
1,off,mandarin62_hyp.trn.dtl
1,rob,mandarin62_hyp.trn.dtl
1,for,mandarin63_hyp.trn.dtl
1,her,mandarin63_hyp.trn.dtl
1,kid,mandarin63_hyp.trn.dtl
1,seek,mandarin64_hyp.trn.dtl
1,at,mandarin6_hyp.trn.dtl
1,park,mandarin6_hyp.trn.dtl
1,screw,mandarin6_hyp.trn.dtl
1,schools,mandarin9_hyp.trn.dtl
1,snack,mandarin9_hyp.trn.dtl
1,is,portuguese11_hyp.trn.dtl
1,when,portuguese11_hyp.trn.dtl
1,the,portuguese13_hyp.trn.dtl
1,here,portuguese14_hyp.trn.dtl
1,new,portuguese14_hyp.trn.dtl
1,then,portuguese14_hyp.trn.dtl
1,it,portuguese16_hyp.trn.dtl
2,she's,portuguese1_hyp.trn.dtl
1,a,portuguese1_hyp.trn.dtl
1,broader,portuguese1_hyp.trn.dtl
1,forehand,portuguese1_hyp.trn.dtl
1,gone,portuguese1_hyp.trn.dtl
1,i,portuguese1_hyp.trn.dtl
1,is,portuguese1_hyp.trn.dtl
1,kind,portuguese1_hyp.trn.dtl
1,of,portuguese1_hyp.trn.dtl
1,school,portuguese1_hyp.trn.dtl
1,snacky,portuguese1_hyp.trn.dtl
1,there,portuguese1_hyp.trn.dtl
1,us,portuguese1_hyp.trn.dtl
1,with,portuguese1_hyp.trn.dtl
1,west,portuguese20_hyp.trn.dtl
1,she,portuguese22_hyp.trn.dtl
1,calls,portuguese24_hyp.trn.dtl
1,tell,portuguese24_hyp.trn.dtl
1,is,portuguese25_hyp.trn.dtl
1,it,portuguese25_hyp.trn.dtl
1,may,portuguese25_hyp.trn.dtl
1,there's,portuguese25_hyp.trn.dtl
1,they,portuguese25_hyp.trn.dtl
1,when,portuguese25_hyp.trn.dtl
1,her,portuguese28_hyp.trn.dtl
1,of,portuguese28_hyp.trn.dtl
1,went,portuguese28_hyp.trn.dtl
1,place,portuguese30_hyp.trn.dtl
1,you,portuguese32_hyp.trn.dtl
1,this,portuguese33_hyp.trn.dtl
1,maybe,portuguese36_hyp.trn.dtl
1,his,portuguese3_hyp.trn.dtl
1,is,portuguese3_hyp.trn.dtl
1,no,portuguese3_hyp.trn.dtl
1,peace,portuguese3_hyp.trn.dtl
1,and,portuguese42_hyp.trn.dtl
1,go,portuguese42_hyp.trn.dtl
1,this,portuguese42_hyp.trn.dtl
1,we,portuguese42_hyp.trn.dtl
1,will,portuguese42_hyp.trn.dtl
1,is,portuguese44_hyp.trn.dtl
1,bread,portuguese46_hyp.trn.dtl
1,a,portuguese48_hyp.trn.dtl
1,this,portuguese48_hyp.trn.dtl
1,can,portuguese4_hyp.trn.dtl
1,scoops,portuguese4_hyp.trn.dtl
1,she,portuguese4_hyp.trn.dtl
1,calls,portuguese5_hyp.trn.dtl
1,he,portuguese5_hyp.trn.dtl
1,storey,portuguese5_hyp.trn.dtl
1,went,portuguese5_hyp.trn.dtl
1,with,portuguese5_hyp.trn.dtl
1,that,portuguese8_hyp.trn.dtl
1,a,spanish10_hyp.trn.dtl
1,in,spanish10_hyp.trn.dtl
1,kills,spanish10_hyp.trn.dtl
1,on,spanish10_hyp.trn.dtl
1,weather,spanish10_hyp.trn.dtl
1,a,spanish11_hyp.trn.dtl
1,is,spanish11_hyp.trn.dtl
1,ah,spanish12_hyp.trn.dtl
1,b,spanish12_hyp.trn.dtl
1,flow,spanish12_hyp.trn.dtl
1,w,spanish12_hyp.trn.dtl
1,from,spanish13_hyp.trn.dtl
1,go,spanish13_hyp.trn.dtl
1,her,spanish13_hyp.trn.dtl
1,we,spanish13_hyp.trn.dtl
1,will,spanish13_hyp.trn.dtl
1,with,spanish13_hyp.trn.dtl
1,be,spanish14_hyp.trn.dtl
1,in,spanish14_hyp.trn.dtl
1,peace,spanish14_hyp.trn.dtl
1,snake,spanish14_hyp.trn.dtl
1,is,spanish15_hyp.trn.dtl
2,is,spanish17_hyp.trn.dtl
1,it,spanish17_hyp.trn.dtl
1,teaspoons,spanish18_hyp.trn.dtl
2,and,spanish19_hyp.trn.dtl
1,a,spanish19_hyp.trn.dtl
1,backs,spanish19_hyp.trn.dtl
1,big,spanish19_hyp.trn.dtl
1,from,spanish19_hyp.trn.dtl
1,kids,spanish19_hyp.trn.dtl
1,the,spanish19_hyp.trn.dtl
1,toy,spanish19_hyp.trn.dtl
1,we,spanish19_hyp.trn.dtl
1,will,spanish19_hyp.trn.dtl
1,a,spanish1_hyp.trn.dtl
1,in,spanish1_hyp.trn.dtl
1,think,spanish1_hyp.trn.dtl
1,a,spanish20_hyp.trn.dtl
1,is,spanish20_hyp.trn.dtl
1,no,spanish20_hyp.trn.dtl
1,teaspoons,spanish22_hyp.trn.dtl
1,when,spanish25_hyp.trn.dtl
1,a,spanish26_hyp.trn.dtl
1,if,spanish26_hyp.trn.dtl
1,a,spanish27_hyp.trn.dtl
1,a,spanish28_hyp.trn.dtl
1,from,spanish28_hyp.trn.dtl
1,is,spanish28_hyp.trn.dtl
1,it,spanish28_hyp.trn.dtl
1,pic,spanish28_hyp.trn.dtl
1,from,spanish2_hyp.trn.dtl
1,his,spanish31_hyp.trn.dtl
1,i,spanish31_hyp.trn.dtl
1,when,spanish31_hyp.trn.dtl
1,a,spanish32_hyp.trn.dtl
1,for,spanish32_hyp.trn.dtl
1,kid,spanish32_hyp.trn.dtl
1,the,spanish32_hyp.trn.dtl
1,in,spanish33_hyp.trn.dtl
1,place,spanish33_hyp.trn.dtl
1,once,spanish34_hyp.trn.dtl
1,tight,spanish34_hyp.trn.dtl
1,when,spanish37_hyp.trn.dtl
1,a,spanish3_hyp.trn.dtl
1,int,spanish3_hyp.trn.dtl
1,o,spanish3_hyp.trn.dtl
1,this,spanish3_hyp.trn.dtl
1,we,spanish3_hyp.trn.dtl
1,will,spanish3_hyp.trn.dtl
1,him,spanish40_hyp.trn.dtl
1,ask,spanish42_hyp.trn.dtl
1,it's,spanish42_hyp.trn.dtl
1,off,spanish42_hyp.trn.dtl
1,points,spanish42_hyp.trn.dtl
1,up,spanish42_hyp.trn.dtl
2,this,spanish43_hyp.trn.dtl
1,thinks,spanish45_hyp.trn.dtl
1,this,spanish45_hyp.trn.dtl
1,called,spanish47_hyp.trn.dtl
1,scoop,spanish47_hyp.trn.dtl
1,this,spanish47_hyp.trn.dtl
1,you,spanish47_hyp.trn.dtl
1,her,spanish4_hyp.trn.dtl
1,meet,spanish4_hyp.trn.dtl
1,their,spanish4_hyp.trn.dtl
1,with,spanish4_hyp.trn.dtl
1,plus,spanish50_hyp.trn.dtl
1,where,spanish51_hyp.trn.dtl
1,it,spanish52_hyp.trn.dtl
1,snake,spanish52_hyp.trn.dtl
1,were,spanish52_hyp.trn.dtl
1,for,spanish53_hyp.trn.dtl
1,a,spanish54_hyp.trn.dtl
1,out,spanish54_hyp.trn.dtl
1,police,spanish54_hyp.trn.dtl
1,and,spanish55_hyp.trn.dtl
1,i,spanish55_hyp.trn.dtl
1,asked,spanish5_hyp.trn.dtl
1,bring,spanish5_hyp.trn.dtl
