Count,correct,ASR,Filename
1,things,this,arabic16_hyp.trn.dtl
1,with,thing,arabic16_hyp.trn.dtl
1,and,on,arabic17_hyp.trn.dtl
1,bags,bag,arabic17_hyp.trn.dtl
1,big,bit,arabic17_hyp.trn.dtl
1,frog,luck,arabic17_hyp.trn.dtl
1,her,will,arabic17_hyp.trn.dtl
1,meet,metre,arabic17_hyp.trn.dtl
1,plastic,over,arabic17_hyp.trn.dtl
1,red,your,arabic17_hyp.trn.dtl
1,scoop,stop,arabic17_hyp.trn.dtl
1,she,you,arabic17_hyp.trn.dtl
1,slabs,team,arabic17_hyp.trn.dtl
1,snake,dragonball360,arabic17_hyp.trn.dtl
1,these,post,arabic17_hyp.trn.dtl
1,thick,professional,arabic17_hyp.trn.dtl
1,things,it,arabic17_hyp.trn.dtl
1,toy,tough,arabic17_hyp.trn.dtl
1,we,you,arabic17_hyp.trn.dtl
1,wednesday,stay,arabic17_hyp.trn.dtl
2,we,you,arabic18_hyp.trn.dtl
1,3,just,arabic18_hyp.trn.dtl
1,a,it's,arabic18_hyp.trn.dtl
1,bags,bad,arabic18_hyp.trn.dtl
1,blue,loves,arabic18_hyp.trn.dtl
1,bob,but,arabic18_hyp.trn.dtl
1,frog,toys,arabic18_hyp.trn.dtl
1,from,on,arabic18_hyp.trn.dtl
1,go,call,arabic18_hyp.trn.dtl
1,her,till,arabic18_hyp.trn.dtl
1,meet,me,arabic18_hyp.trn.dtl
1,of,56,arabic18_hyp.trn.dtl
1,red,reread,arabic18_hyp.trn.dtl
1,scoop,see,arabic18_hyp.trn.dtl
1,slabs,no,arabic18_hyp.trn.dtl
1,snack,not,arabic18_hyp.trn.dtl
1,these,this,arabic18_hyp.trn.dtl
1,thick,stop,arabic18_hyp.trn.dtl
1,things,thing,arabic18_hyp.trn.dtl
1,a,snake,arabic19_hyp.trn.dtl
1,a,the,arabic19_hyp.trn.dtl
1,a,two,arabic19_hyp.trn.dtl
1,for,hair,arabic19_hyp.trn.dtl
1,her,a,arabic19_hyp.trn.dtl
1,of,off,arabic19_hyp.trn.dtl
1,snack,of,arabic19_hyp.trn.dtl
1,spoons,6moons,arabic19_hyp.trn.dtl
1,things,thanks,arabic19_hyp.trn.dtl
2,these,this,arabic1_hyp.trn.dtl
1,at,when,arabic1_hyp.trn.dtl
1,bob,but,arabic1_hyp.trn.dtl
1,her,care,arabic1_hyp.trn.dtl
1,her,hair,arabic1_hyp.trn.dtl
1,slabs,sleep,arabic1_hyp.trn.dtl
1,snack,snake,arabic1_hyp.trn.dtl
1,spoons,spoon,arabic1_hyp.trn.dtl
1,store,or,arabic1_hyp.trn.dtl
1,the,is,arabic1_hyp.trn.dtl
1,the,rest,arabic1_hyp.trn.dtl
1,thick,bs56,arabic1_hyp.trn.dtl
1,wednesday,here,arabic1_hyp.trn.dtl
1,3,shop,arabic20_hyp.trn.dtl
1,a,under,arabic20_hyp.trn.dtl
1,cheese,rational,arabic20_hyp.trn.dtl
1,red,mystery,arabic20_hyp.trn.dtl
1,at,read,arabic21_hyp.trn.dtl
1,can,chickens,arabic21_hyp.trn.dtl
1,frog,frogs,arabic21_hyp.trn.dtl
1,scoop,called,arabic21_hyp.trn.dtl
1,spoons,dispose,arabic21_hyp.trn.dtl
1,stella,steve,arabic21_hyp.trn.dtl
1,and,because,arabic22_hyp.trn.dtl
1,bags,glasses,arabic22_hyp.trn.dtl
1,for,book,arabic22_hyp.trn.dtl
1,her,scarsdale,arabic22_hyp.trn.dtl
1,red,small,arabic22_hyp.trn.dtl
1,station,work,arabic22_hyp.trn.dtl
1,the,had,arabic22_hyp.trn.dtl
1,train,to,arabic22_hyp.trn.dtl
1,bob,but,arabic23_hyp.trn.dtl
1,her,metre,arabic23_hyp.trn.dtl
1,slabs,05-Jun,arabic23_hyp.trn.dtl
1,snack,snake,arabic23_hyp.trn.dtl
1,these,me,arabic23_hyp.trn.dtl
1,things,thanks,arabic23_hyp.trn.dtl
2,these,this,arabic24_hyp.trn.dtl
2,things,sentence,arabic24_hyp.trn.dtl
1,5,5%,arabic24_hyp.trn.dtl
1,a,much,arabic24_hyp.trn.dtl
1,ask,cold,arabic24_hyp.trn.dtl
1,bags,beads,arabic24_hyp.trn.dtl
1,bob,pop,arabic24_hyp.trn.dtl
1,cheese,lucy's,arabic24_hyp.trn.dtl
1,her,hair,arabic24_hyp.trn.dtl
1,her,me,arabic24_hyp.trn.dtl
1,her,similar,arabic24_hyp.trn.dtl
1,peas,is,arabic24_hyp.trn.dtl
1,plastic,the,arabic24_hyp.trn.dtl
1,scoop,cope,arabic24_hyp.trn.dtl
1,slabs,sleep,arabic24_hyp.trn.dtl
1,small,does,arabic24_hyp.trn.dtl
1,snack,or,arabic24_hyp.trn.dtl
1,snake,christmas,arabic24_hyp.trn.dtl
1,spoons,pounds,arabic24_hyp.trn.dtl
1,stella,bit,arabic24_hyp.trn.dtl
1,thick,and,arabic24_hyp.trn.dtl
1,toy,a,arabic24_hyp.trn.dtl
1,will,you,arabic24_hyp.trn.dtl
1,also,often,arabic25_hyp.trn.dtl
1,frog,frogs,arabic25_hyp.trn.dtl
1,spoons,pounds,arabic25_hyp.trn.dtl
1,things,days,arabic25_hyp.trn.dtl
2,these,those,arabic26_hyp.trn.dtl
1,3,three,arabic26_hyp.trn.dtl
1,5,fight,arabic26_hyp.trn.dtl
1,a,is,arabic26_hyp.trn.dtl
1,bags,back,arabic26_hyp.trn.dtl
1,bob,but,arabic26_hyp.trn.dtl
1,frog,her,arabic26_hyp.trn.dtl
1,peas,please,arabic26_hyp.trn.dtl
1,slabs,slab,arabic26_hyp.trn.dtl
1,snack,not,arabic26_hyp.trn.dtl
1,snake,snack,arabic26_hyp.trn.dtl
1,spoons,tonne,arabic26_hyp.trn.dtl
1,thick,deck,arabic26_hyp.trn.dtl
1,things,thing,arabic26_hyp.trn.dtl
1,toy,for,arabic26_hyp.trn.dtl
1,also,i,arabic29_hyp.trn.dtl
1,ask,cars,arabic29_hyp.trn.dtl
1,bags,come,arabic29_hyp.trn.dtl
1,blue,or,arabic29_hyp.trn.dtl
1,cheese,bloated,arabic29_hyp.trn.dtl
1,for,as,arabic29_hyp.trn.dtl
1,fresh,a,arabic29_hyp.trn.dtl
1,her,my,arabic29_hyp.trn.dtl
1,her,or,arabic29_hyp.trn.dtl
1,her,ring,arabic29_hyp.trn.dtl
1,her,similar,arabic29_hyp.trn.dtl
1,kids,or,arabic29_hyp.trn.dtl
1,of,flat,arabic29_hyp.trn.dtl
1,slabs,ski,arabic29_hyp.trn.dtl
1,snake,snacks,arabic29_hyp.trn.dtl
1,spoons,top,arabic29_hyp.trn.dtl
1,station,time,arabic29_hyp.trn.dtl
1,stella,police,arabic29_hyp.trn.dtl
1,the,pro,arabic29_hyp.trn.dtl
1,we,because,arabic29_hyp.trn.dtl
1,a,it's,arabic2_hyp.trn.dtl
1,and,in,arabic2_hyp.trn.dtl
1,slabs,labs,arabic2_hyp.trn.dtl
1,snack,not,arabic2_hyp.trn.dtl
1,spoons,pounds,arabic2_hyp.trn.dtl
1,thick,56,arabic2_hyp.trn.dtl
1,blue,freshener,arabic30_hyp.trn.dtl
1,cheese,sticks,arabic30_hyp.trn.dtl
1,frog,flag,arabic30_hyp.trn.dtl
1,from,with,arabic30_hyp.trn.dtl
1,maybe,moving,arabic30_hyp.trn.dtl
1,of,air,arabic30_hyp.trn.dtl
1,of,exclusive,arabic30_hyp.trn.dtl
1,scoop,chicken,arabic30_hyp.trn.dtl
1,station,redbox,arabic30_hyp.trn.dtl
1,these,scooby,arabic30_hyp.trn.dtl
1,things,sings,arabic30_hyp.trn.dtl
1,5,which,arabic31_hyp.trn.dtl
1,also,so,arabic31_hyp.trn.dtl
1,ask,with,arabic31_hyp.trn.dtl
1,call,has,arabic31_hyp.trn.dtl
1,fresh,or,arabic31_hyp.trn.dtl
1,her,to,arabic31_hyp.trn.dtl
1,peas,56,arabic31_hyp.trn.dtl
1,please,still,arabic31_hyp.trn.dtl
1,slabs,flick,arabic31_hyp.trn.dtl
1,snow,offer,arabic31_hyp.trn.dtl
1,stella,finished,arabic31_hyp.trn.dtl
1,these,use,arabic31_hyp.trn.dtl
1,thick,is,arabic31_hyp.trn.dtl
1,wednesday,say,arabic31_hyp.trn.dtl
1,with,or,arabic31_hyp.trn.dtl
1,6,six,arabic32_hyp.trn.dtl
1,and,in,arabic32_hyp.trn.dtl
1,big,bit,arabic32_hyp.trn.dtl
1,frog,right,arabic32_hyp.trn.dtl
1,her,little,arabic32_hyp.trn.dtl
1,meet,girl,arabic32_hyp.trn.dtl
1,plastic,classics,arabic32_hyp.trn.dtl
1,scoop,screw,arabic32_hyp.trn.dtl
1,slabs,lots,arabic32_hyp.trn.dtl
1,snake,now,arabic32_hyp.trn.dtl
1,spoons,tunes,arabic32_hyp.trn.dtl
1,thick,56,arabic32_hyp.trn.dtl
1,toy,tired,arabic32_hyp.trn.dtl
1,3,to,arabic33_hyp.trn.dtl
1,5,freshener,arabic33_hyp.trn.dtl
1,6,is,arabic33_hyp.trn.dtl
1,bags,redbacks,arabic33_hyp.trn.dtl
1,bob,go,arabic33_hyp.trn.dtl
1,frog,frogs,arabic33_hyp.trn.dtl
1,peas,air,arabic33_hyp.trn.dtl
1,red,23,arabic33_hyp.trn.dtl
1,slabs,laps,arabic33_hyp.trn.dtl
1,snake,gooseneck,arabic33_hyp.trn.dtl
1,spoons,born,arabic33_hyp.trn.dtl
1,store,star,arabic33_hyp.trn.dtl
1,thick,p5,arabic33_hyp.trn.dtl
1,a,it's,arabic34_hyp.trn.dtl
1,and,in,arabic34_hyp.trn.dtl
1,frog,for,arabic34_hyp.trn.dtl
1,of,with,arabic34_hyp.trn.dtl
1,plastic,ba6,arabic34_hyp.trn.dtl
1,snack,not,arabic34_hyp.trn.dtl
1,snake,take,arabic34_hyp.trn.dtl
1,5,ds5,arabic35_hyp.trn.dtl
1,6,sixth,arabic35_hyp.trn.dtl
1,frog,kids,arabic35_hyp.trn.dtl
1,peas,personal,arabic35_hyp.trn.dtl
1,snack,sticks,arabic35_hyp.trn.dtl
1,spoons,forms,arabic35_hyp.trn.dtl
1,stella,stela,arabic35_hyp.trn.dtl
1,thick,6,arabic35_hyp.trn.dtl
2,these,this,arabic36_hyp.trn.dtl
1,5,bs,arabic36_hyp.trn.dtl
1,6,6.6,arabic36_hyp.trn.dtl
1,her,it,arabic36_hyp.trn.dtl
1,scoop,school,arabic36_hyp.trn.dtl
1,snake,snack,arabic36_hyp.trn.dtl
1,spoons,g,arabic36_hyp.trn.dtl
1,thick,05-Apr,arabic36_hyp.trn.dtl
1,toy,victorian,arabic36_hyp.trn.dtl
1,will,we'll,arabic36_hyp.trn.dtl
1,with,was,arabic36_hyp.trn.dtl
1,bags,box,arabic37_hyp.trn.dtl
1,bob,but,arabic37_hyp.trn.dtl
1,brother,bully,arabic37_hyp.trn.dtl
1,frog,handbags,arabic37_hyp.trn.dtl
1,her,a,arabic37_hyp.trn.dtl
1,her,metre,arabic37_hyp.trn.dtl
1,scoop,chicken,arabic37_hyp.trn.dtl
1,spoons,pounds,arabic37_hyp.trn.dtl
1,these,scooby's,arabic37_hyp.trn.dtl
1,thick,56,arabic37_hyp.trn.dtl
1,and,in,arabic38_hyp.trn.dtl
1,spoons,pounds,arabic38_hyp.trn.dtl
1,stella,sarah,arabic38_hyp.trn.dtl
1,thick,56,arabic38_hyp.trn.dtl
1,a,it's,arabic39_hyp.trn.dtl
1,and,that,arabic39_hyp.trn.dtl
1,bags,read,arabic39_hyp.trn.dtl
1,bob,but,arabic39_hyp.trn.dtl
1,go,girl,arabic39_hyp.trn.dtl
1,her,here,arabic39_hyp.trn.dtl
1,meet,meets,arabic39_hyp.trn.dtl
1,red,three,arabic39_hyp.trn.dtl
1,slabs,left,arabic39_hyp.trn.dtl
1,snack,not,arabic39_hyp.trn.dtl
1,spoons,pounds,arabic39_hyp.trn.dtl
1,store,sir,arabic39_hyp.trn.dtl
1,thick,56,arabic39_hyp.trn.dtl
1,we,i,arabic39_hyp.trn.dtl
1,blue,glow,arabic3_hyp.trn.dtl
1,frog,kids,arabic3_hyp.trn.dtl
1,of,off,arabic3_hyp.trn.dtl
1,red,300,arabic3_hyp.trn.dtl
1,scoop,scope,arabic3_hyp.trn.dtl
1,snake,snack,arabic3_hyp.trn.dtl
1,spoons,pounds,arabic3_hyp.trn.dtl
1,thick,6,arabic3_hyp.trn.dtl
1,we,you,arabic3_hyp.trn.dtl
2,a,the,arabic40_hyp.trn.dtl
1,5,movies,arabic40_hyp.trn.dtl
1,a,it's,arabic40_hyp.trn.dtl
1,her,meter,arabic40_hyp.trn.dtl
1,peas,first,arabic40_hyp.trn.dtl
1,scoop,all,arabic40_hyp.trn.dtl
1,snack,not,arabic40_hyp.trn.dtl
1,snake,snack,arabic40_hyp.trn.dtl
1,spoons,pounds,arabic40_hyp.trn.dtl
1,store,stone,arabic40_hyp.trn.dtl
1,these,this,arabic40_hyp.trn.dtl
1,thick,play,arabic40_hyp.trn.dtl
1,big,bigger,arabic41_hyp.trn.dtl
1,blue,wood,arabic41_hyp.trn.dtl
1,bob,what,arabic41_hyp.trn.dtl
1,fresh,british,arabic41_hyp.trn.dtl
1,peas,in,arabic41_hyp.trn.dtl
1,red,create,arabic41_hyp.trn.dtl
1,snake,snack,arabic41_hyp.trn.dtl
1,spoons,forms,arabic41_hyp.trn.dtl
1,train,front,arabic41_hyp.trn.dtl
1,wednesday,staying,arabic41_hyp.trn.dtl
1,3,free,arabic43_hyp.trn.dtl
1,of,loves,arabic43_hyp.trn.dtl
1,slabs,56,arabic43_hyp.trn.dtl
1,spoons,sixpence,arabic43_hyp.trn.dtl
1,these,cook,arabic43_hyp.trn.dtl
1,thick,please,arabic43_hyp.trn.dtl
1,things,this,arabic43_hyp.trn.dtl
1,a,is,arabic44_hyp.trn.dtl
1,fresh,first,arabic44_hyp.trn.dtl
1,her,cost,arabic44_hyp.trn.dtl
1,maybe,that,arabic44_hyp.trn.dtl
1,snack,there,arabic44_hyp.trn.dtl
1,snake,stag,arabic44_hyp.trn.dtl
1,spoons,pins,arabic44_hyp.trn.dtl
1,thick,56,arabic44_hyp.trn.dtl
1,3,the,arabic45_hyp.trn.dtl
1,5,think,arabic45_hyp.trn.dtl
1,bags,stags,arabic45_hyp.trn.dtl
1,bob,pop,arabic45_hyp.trn.dtl
1,frog,frogs,arabic45_hyp.trn.dtl
1,her,metre,arabic45_hyp.trn.dtl
1,peas,please,arabic45_hyp.trn.dtl
1,slabs,sloths,arabic45_hyp.trn.dtl
1,snake,snack,arabic45_hyp.trn.dtl
1,spoons,pounds,arabic45_hyp.trn.dtl
1,stella,costello,arabic45_hyp.trn.dtl
1,store,storm,arabic45_hyp.trn.dtl
1,thick,of,arabic45_hyp.trn.dtl
1,bob,but,arabic46_hyp.trn.dtl
1,can,can't,arabic46_hyp.trn.dtl
1,for,of,arabic46_hyp.trn.dtl
1,scoop,school,arabic46_hyp.trn.dtl
1,spoons,pounds,arabic46_hyp.trn.dtl
1,thick,56,arabic46_hyp.trn.dtl
1,at,as,arabic48_hyp.trn.dtl
1,bob,products,arabic48_hyp.trn.dtl
1,brother,hair,arabic48_hyp.trn.dtl
1,for,56,arabic48_hyp.trn.dtl
1,fresh,french,arabic48_hyp.trn.dtl
1,go,call,arabic48_hyp.trn.dtl
1,her,lab84,arabic48_hyp.trn.dtl
1,her,thing,arabic48_hyp.trn.dtl
1,her,till,arabic48_hyp.trn.dtl
1,kids,tickets,arabic48_hyp.trn.dtl
1,meet,me,arabic48_hyp.trn.dtl
1,plastic,plastics,arabic48_hyp.trn.dtl
1,red,three,arabic48_hyp.trn.dtl
1,scoop,stop,arabic48_hyp.trn.dtl
1,small,smart,arabic48_hyp.trn.dtl
1,snake,today,arabic48_hyp.trn.dtl
1,spoons,pounds,arabic48_hyp.trn.dtl
1,store,stone,arabic48_hyp.trn.dtl
1,with,cyst,arabic48_hyp.trn.dtl
1,5,please,arabic49_hyp.trn.dtl
1,a,the,arabic49_hyp.trn.dtl
1,bob,but,arabic49_hyp.trn.dtl
1,red,three,arabic49_hyp.trn.dtl
1,snake,snack,arabic49_hyp.trn.dtl
1,spoons,pounds,arabic49_hyp.trn.dtl
1,thick,find,arabic49_hyp.trn.dtl
1,5,nappies,arabic4_hyp.trn.dtl
1,a,is,arabic4_hyp.trn.dtl
1,a,this,arabic4_hyp.trn.dtl
1,and,as,arabic4_hyp.trn.dtl
1,frog,toys,arabic4_hyp.trn.dtl
1,her,here,arabic4_hyp.trn.dtl
1,slabs,lots,arabic4_hyp.trn.dtl
1,small,my,arabic4_hyp.trn.dtl
1,snack,not,arabic4_hyp.trn.dtl
1,spoons,pounds,arabic4_hyp.trn.dtl
1,thick,56,arabic4_hyp.trn.dtl
1,will,we'll,arabic4_hyp.trn.dtl
1,a,the,arabic50_hyp.trn.dtl
1,frog,from,arabic50_hyp.trn.dtl
1,scoop,cope,arabic50_hyp.trn.dtl
1,slabs,slaps,arabic50_hyp.trn.dtl
1,snack,snacks,arabic50_hyp.trn.dtl
1,snake,sinks,arabic50_hyp.trn.dtl
1,spoons,pounds,arabic50_hyp.trn.dtl
1,stella,estella,arabic50_hyp.trn.dtl
1,store,stop,arabic50_hyp.trn.dtl
1,the,this,arabic50_hyp.trn.dtl
1,thick,take,arabic50_hyp.trn.dtl
1,spoons,pounds,arabic51_hyp.trn.dtl
1,thick,56,arabic51_hyp.trn.dtl
1,wednesday,one,arabic51_hyp.trn.dtl
1,kids,from,arabic52_hyp.trn.dtl
1,of,a,arabic52_hyp.trn.dtl
1,plastic,6,arabic52_hyp.trn.dtl
1,wednesday,me,arabic52_hyp.trn.dtl
1,3,a,arabic53_hyp.trn.dtl
1,her,heroin,arabic53_hyp.trn.dtl
1,of,or,arabic53_hyp.trn.dtl
1,red,300,arabic53_hyp.trn.dtl
1,spoons,pounds,arabic53_hyp.trn.dtl
1,these,scorpion,arabic53_hyp.trn.dtl
1,thick,p56,arabic53_hyp.trn.dtl
1,things,thanks,arabic53_hyp.trn.dtl
1,toy,tie,arabic53_hyp.trn.dtl
1,wednesday,say,arabic53_hyp.trn.dtl
1,and,in,arabic54_hyp.trn.dtl
1,bob,but,arabic54_hyp.trn.dtl
1,frog,toys,arabic54_hyp.trn.dtl
1,red,three,arabic54_hyp.trn.dtl
1,spoons,pounds,arabic54_hyp.trn.dtl
1,thick,56,arabic54_hyp.trn.dtl
1,6,sixes,arabic55_hyp.trn.dtl
1,a,it's,arabic55_hyp.trn.dtl
1,a,the,arabic55_hyp.trn.dtl
1,can,chicken,arabic55_hyp.trn.dtl
1,frog,from,arabic55_hyp.trn.dtl
1,of,club,arabic55_hyp.trn.dtl
1,slabs,56,arabic55_hyp.trn.dtl
1,snack,not,arabic55_hyp.trn.dtl
1,spoons,phone,arabic55_hyp.trn.dtl
1,a,or,arabic56_hyp.trn.dtl
1,bob,barber,arabic56_hyp.trn.dtl
1,scoop,scooter,arabic56_hyp.trn.dtl
1,slabs,p53s,arabic56_hyp.trn.dtl
1,spoons,ýý6,arabic56_hyp.trn.dtl
1,stella,stela,arabic56_hyp.trn.dtl
1,thick,krishna,arabic56_hyp.trn.dtl
1,5,please,arabic57_hyp.trn.dtl
1,frog,flat,arabic57_hyp.trn.dtl
1,her,my,arabic57_hyp.trn.dtl
1,into,and,arabic57_hyp.trn.dtl
1,peas,rational,arabic57_hyp.trn.dtl
1,scoop,cook,arabic57_hyp.trn.dtl
1,station,playstation,arabic57_hyp.trn.dtl
1,thick,56,arabic57_hyp.trn.dtl
1,toy,victoria,arabic57_hyp.trn.dtl
1,will,we'll,arabic57_hyp.trn.dtl
1,ask,last,arabic58_hyp.trn.dtl
1,bags,box,arabic58_hyp.trn.dtl
1,fresh,first,arabic58_hyp.trn.dtl
1,her,me,arabic58_hyp.trn.dtl
1,meet,call,arabic58_hyp.trn.dtl
1,slabs,lots,arabic58_hyp.trn.dtl
1,spoons,points,arabic58_hyp.trn.dtl
1,stella,the,arabic58_hyp.trn.dtl
1,thick,bs56,arabic58_hyp.trn.dtl
1,wednesday,today,arabic58_hyp.trn.dtl
1,also,open,arabic59_hyp.trn.dtl
1,bags,bag,arabic59_hyp.trn.dtl
1,blue,60,arabic59_hyp.trn.dtl
1,bring,stop,arabic59_hyp.trn.dtl
1,cheese,lutein,arabic59_hyp.trn.dtl
1,kids,kid,arabic59_hyp.trn.dtl
1,of,185,arabic59_hyp.trn.dtl
1,she,you,arabic59_hyp.trn.dtl
1,slabs,next,arabic59_hyp.trn.dtl
1,station,today,arabic59_hyp.trn.dtl
1,these,see,arabic59_hyp.trn.dtl
1,these,the,arabic59_hyp.trn.dtl
1,train,between,arabic59_hyp.trn.dtl
2,a,the,arabic5_hyp.trn.dtl
1,bob,but,arabic5_hyp.trn.dtl
1,for,before,arabic5_hyp.trn.dtl
1,spoons,pounds,arabic5_hyp.trn.dtl
1,the,this,arabic5_hyp.trn.dtl
1,thick,56,arabic5_hyp.trn.dtl
1,station,king,arabic60_hyp.trn.dtl
1,bob,but,arabic61_hyp.trn.dtl
1,her,metre,arabic61_hyp.trn.dtl
1,slabs,loads,arabic61_hyp.trn.dtl
1,spoons,sixbones,arabic61_hyp.trn.dtl
1,thick,56,arabic61_hyp.trn.dtl
1,6,six,arabic62_hyp.trn.dtl
1,frog,dog,arabic62_hyp.trn.dtl
1,peas,of,arabic62_hyp.trn.dtl
1,snake,snack,arabic62_hyp.trn.dtl
1,spoons,points,arabic62_hyp.trn.dtl
1,station,trans,arabic62_hyp.trn.dtl
1,train,a,arabic62_hyp.trn.dtl
1,wednesday,stay,arabic62_hyp.trn.dtl
1,will,would,arabic62_hyp.trn.dtl
1,5,five,arabic63_hyp.trn.dtl
1,a,up,arabic63_hyp.trn.dtl
1,for,of,arabic63_hyp.trn.dtl
1,slabs,05-Jun,arabic63_hyp.trn.dtl
1,spoons,pounds,arabic63_hyp.trn.dtl
1,thick,things,arabic63_hyp.trn.dtl
1,a,the,arabic64_hyp.trn.dtl
1,bob,but,arabic64_hyp.trn.dtl
1,scoop,screw,arabic64_hyp.trn.dtl
1,she,we,arabic64_hyp.trn.dtl
1,slabs,laps,arabic64_hyp.trn.dtl
1,thick,56,arabic64_hyp.trn.dtl
1,bob,but,arabic65_hyp.trn.dtl
1,scoop,school,arabic65_hyp.trn.dtl
1,slabs,laps,arabic65_hyp.trn.dtl
1,snack,ask,arabic65_hyp.trn.dtl
1,spoons,pounds,arabic65_hyp.trn.dtl
1,stella,stela,arabic65_hyp.trn.dtl
1,store,tour,arabic65_hyp.trn.dtl
1,the,this,arabic65_hyp.trn.dtl
1,these,please,arabic65_hyp.trn.dtl
1,thick,56,arabic65_hyp.trn.dtl
1,things,thanks,arabic65_hyp.trn.dtl
2,these,this,arabic66_hyp.trn.dtl
1,5,this,arabic66_hyp.trn.dtl
1,bags,bag,arabic66_hyp.trn.dtl
1,blue,blow,arabic66_hyp.trn.dtl
1,bob,pop,arabic66_hyp.trn.dtl
1,her,hair,arabic66_hyp.trn.dtl
1,her,to,arabic66_hyp.trn.dtl
1,plastic,black,arabic66_hyp.trn.dtl
1,scoop,scope,arabic66_hyp.trn.dtl
1,snack,snake,arabic66_hyp.trn.dtl
1,store,story,arabic66_hyp.trn.dtl
1,thick,week,arabic66_hyp.trn.dtl
1,6,6s,arabic67_hyp.trn.dtl
1,bob,but,arabic67_hyp.trn.dtl
1,frog,frogs,arabic67_hyp.trn.dtl
1,slabs,laps,arabic67_hyp.trn.dtl
1,snack,snacks,arabic67_hyp.trn.dtl
1,snake,snack,arabic67_hyp.trn.dtl
1,spoons,phones,arabic67_hyp.trn.dtl
1,stella,estella,arabic67_hyp.trn.dtl
1,the,their,arabic67_hyp.trn.dtl
1,thick,bs56,arabic67_hyp.trn.dtl
1,blue,laptop,arabic68_hyp.trn.dtl
1,bob,pub,arabic68_hyp.trn.dtl
1,cheese,bluetooth,arabic68_hyp.trn.dtl
1,of,56,arabic68_hyp.trn.dtl
1,red,with,arabic68_hyp.trn.dtl
1,spoons,pounds,arabic68_hyp.trn.dtl
1,a,it's,arabic69_hyp.trn.dtl
1,blue,fix,arabic69_hyp.trn.dtl
1,cheese,laughs,arabic69_hyp.trn.dtl
1,her,metre,arabic69_hyp.trn.dtl
1,of,by,arabic69_hyp.trn.dtl
1,plastic,last,arabic69_hyp.trn.dtl
1,slabs,please,arabic69_hyp.trn.dtl
1,snack,nice,arabic69_hyp.trn.dtl
1,snake,night,arabic69_hyp.trn.dtl
1,these,with,arabic69_hyp.trn.dtl
1,thick,krishna,arabic69_hyp.trn.dtl
1,will,we'll,arabic69_hyp.trn.dtl
2,these,this,arabic6_hyp.trn.dtl
1,5,bristol,arabic6_hyp.trn.dtl
1,bob,is,arabic6_hyp.trn.dtl
1,call,could,arabic6_hyp.trn.dtl
1,cheese,protease,arabic6_hyp.trn.dtl
1,frog,toys,arabic6_hyp.trn.dtl
1,her,help,arabic6_hyp.trn.dtl
1,peas,expensive,arabic6_hyp.trn.dtl
1,scoop,cope,arabic6_hyp.trn.dtl
1,slabs,lots,arabic6_hyp.trn.dtl
